frame,x_prev,y_prev,x_d,y_d,x_cur,y_cur,theta_prev,theta_d,theta_cur
0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0
5,0.0,0.0,0.19733105942682003,0.0,0.19733105942682003,0.0,150.0,3.3876751758143477,153.38767517581434
10,0.19733105942682003,0.0,-0.10477813590434533,0.34160054204293006,0.0925529235224747,0.34160054204293006,153.38767517581434,0.07073915731123033,153.45841433312557
15,0.0925529235224747,0.3416005420429301,-0.07586095351562086,0.19925620440116423,0.016691970006853837,0.5408567464440943,153.45841433312557,0.01852190801469507,153.47693624114027
20,0.016691970006853837,0.5408567464440943,-0.017355239737792683,0.1018683840942674,-0.0006632697309388452,0.6427251305383617,153.47693624114027,0.03267566581957894,153.50961190695983
25,-0.0006632697309388313,0.6427251305383617,-0.494120186257806,-0.030588613054179134,-0.49478345598874485,0.6121365174841825,153.50961190695983,0.38575992013812427,153.89537182709796
30,-0.49478345598874485,0.6121365174841826,0.08363460872949702,0.49474473230503735,-0.41114884725924783,1.10688124978922,153.89537182709796,7.363508017828021,161.25887984492599
35,-0.41114884725924783,1.10688124978922,-0.0232865652330001,-0.28335185461665846,-0.43443541249224793,0.8235293951725615,161.25887984492599,5.674266521385553,166.93314636631155
40,-0.43443541249224804,0.8235293951725613,-1.2739674774871679,1.3026229958543583,-1.708402889979416,2.1261523910269196,166.93314636631155,8.940535125069122,175.87368149138067
45,-1.708402889979416,2.1261523910269196,0.29126141487180357,-0.15511202156785675,-1.4171414751076123,1.9710403694590628,175.87368149138067,5.730957214931857,181.60463870631253
50,-1.4171414751076123,1.9710403694590628,0.37132864408475985,0.5423024962820623,-1.0458128310228525,2.513342865741125,181.60463870631253,5.053425166815413,186.65806387312793
55,-1.0458128310228525,2.513342865741125,-0.03837652159743867,-0.02641285512503513,-1.0841893526202913,2.48693001061609,186.65806387312793,-0.0242356923725641,186.63382818075536
60,-1.0841893526202913,2.48693001061609,0.3353812348438343,0.13660976544189637,-0.748808117776457,2.6235397760579864,186.63382818075536,-0.01699443796016052,186.6168337427952
65,-0.748808117776457,2.6235397760579864,0.033548041623745195,0.020318255870349133,-0.7152600761527117,2.6438580319283354,186.6168337427952,-0.01267076426516744,186.60416297853
70,-0.7152600761527117,2.6438580319283354,-0.037615791094256563,-0.1053453918073376,-0.7528758672469683,2.538512640120998,186.60416297853,-0.008484710761309753,186.5956782677687
75,-0.7528758672469683,2.538512640120998,0.04004199239187954,0.0,-0.7128338748550888,2.538512640120998,186.5956782677687,0.027540890389449423,186.62321915815815
80,-0.7128338748550888,2.538512640120998,-0.0817616595167322,0.23406793652561805,-0.794595534371821,2.772580576646616,186.62321915815815,0.0024641576078007275,186.62568331576594
85,-0.794595534371821,2.772580576646616,0.1304087497738685,-0.17078056425109045,-0.6641867845979524,2.6018000123955254,186.62568331576594,-0.021358414822851893,186.60432490094308
90,-0.6641867845979524,2.6018000123955254,-0.23539825942044423,0.2052171117583263,-0.8995850440183967,2.8070171241538517,186.60432490094308,0.08951347166868566,186.69383837261176
95,-0.8995850440183968,2.8070171241538517,-0.121705570077995,0.013321308341529964,-1.0212906140963918,2.8203384324953817,186.69383837261176,0.026995148944794805,186.72083352155656
100,-1.0212906140963918,2.820338432495382,-0.031080717516274437,-0.14550137937311347,-1.0523713316126662,2.6748370531222685,186.72083352155656,0.01147179919644382,186.732305320753
105,-1.0523713316126662,2.6748370531222685,0.05459261418126385,0.12168676857670996,-0.9977787174314023,2.7965238216989783,186.732305320753,0.005166847673421421,186.73747216842642
110,-0.9977787174314023,2.7965238216989783,-0.708417107202099,-0.05015387199344923,-1.7061958246335014,2.746369949705529,186.73747216842642,0.062077700316955704,186.79954986874338
115,-1.7061958246335014,2.746369949705529,0.025067444650218235,-0.09343311718994163,-1.6811283799832832,2.6529368325155875,186.79954986874338,-0.0075575380364687455,186.7919923307069
120,-1.6811283799832832,2.6529368325155875,1.5569179066886387,9.903266370426724,-0.12421047329464452,12.556203202942312,186.7919923307069,5.734544824031447,192.52653715473835
125,-0.12421047329464452,12.556203202942312,0.23099181483032732,-0.1183570421750833,0.1067813415356828,12.43784616076723,192.52653715473835,5.793020003585382,198.31955715832373
130,0.10678134153567953,12.437846160767222,-191.67110761388335,109.05873235120556,-191.56432627234767,121.49657851197279,198.31955715832373,-76.40799083885749,121.91156631946625
135,-191.56432627234767,121.49657851197279,0.15166063645118164,-0.03706750240175045,-191.4126656358965,121.45951100957103,121.91156631946625,0.013960348665196612,121.92552666813144
140,-191.4126656358965,121.45951100957103,389.4847227062534,305.91615396919894,198.07205707035692,427.37566497877,121.92552666813143,178.57647684360276,300.5020035117342
145,198.07205707035692,427.37566497877,-0.17922030652227525,0.12020700275913894,197.89283676383465,427.4958719815291,300.5020035117342,0.00913944235610916,300.5111429540903
150,197.89283676383465,427.4958719815291,-0.2065310240479522,0.22766796521426852,197.6863057397867,427.72353994674336,300.5111429540903,-0.012801673499766443,300.4983412805905
155,197.6863057397867,427.72353994674336,-0.024624442109781985,0.46350718134393554,197.66168129767692,428.1870471280873,300.4983412805905,0.10145421502027192,300.5997954956108
160,197.66168129767692,428.18704712808733,-7.095072010761777,10.390655550461389,190.56660928691514,438.5777026785487,300.5997954956108,3.3232786374486456,303.92307413305946
165,190.56660928691514,438.5777026785487,-9.441868925541229,-5.041782316332263,181.1247403613739,433.5359203622164,303.92307413305946,0.5201379095254842,304.44321204258495
170,181.1247403613739,433.5359203622164,1.060015872326018,0.27094734697798517,182.18475623369991,433.8068677091944,304.44321204258495,0.12359484568772594,304.56680688827265
175,182.18475623369991,433.8068677091944,0.5312218566909037,0.0605600866365167,182.71597809039082,433.86742779583096,304.56680688827265,-0.05230144051671598,304.51450544775594
180,182.71597809039082,433.86742779583096,-0.39907837944822555,0.0,182.3168997109426,433.86742779583096,304.51450544775594,0.20165829825864193,304.71616374601456
185,182.3168997109426,433.86742779583096,-0.3664149926660025,0.24569833528931273,181.9504847182766,434.1131261311203,304.71616374601456,0.944211716179623,305.66037546219417
190,181.9504847182766,434.1131261311203,-0.2862492983571484,-0.5665874775058909,181.66423541991946,433.5465386536144,305.66037546219417,4.364569242293068,310.0249447044872
195,181.66423541991946,433.5465386536144,0.0,0.12151729388653387,181.66423541991946,433.66805594750093,310.0249447044872,3.68832275386844,313.71326745835563
200,181.66423541991946,433.66805594750093,-0.06540763953987933,0.6818900463448051,181.5988277803796,434.3499459938457,313.71326745835563,5.432722660838499,319.14599011919415
205,181.5988277803796,434.3499459938457,-0.20388676088481283,0.3134666641121796,181.39494101949478,434.6634126579579,319.14599011919415,1.3611821661931545,320.5071722853873
210,181.39494101949478,434.6634126579579,-0.21634651037090868,0.16113362298623896,181.17859450912388,434.82454628094416,320.5071722853873,0.05473449801420465,320.5619067834015
215,181.17859450912388,434.82454628094416,-0.41309162611486294,-0.023222632623598805,180.76550288300902,434.8013236483206,320.5619067834015,0.0254446002286239,320.58735138363016
220,180.76550288300902,434.8013236483206,-0.07935236112615257,0.353492822290778,180.68615052188287,435.15481647061137,320.58735138363016,0.01606259139876434,320.6034139750289
225,180.68615052188287,435.15481647061137,-0.18996179760372145,0.018663654439371624,180.49618872427914,435.17348012505073,320.6034139750289,0.013651048925434983,320.61706502395435
230,180.49618872427914,435.17348012505073,-0.3112423665056454,0.31956926777747013,180.1849463577735,435.4930493928282,320.61706502395435,0.021223288335387298,320.6382883122897
235,180.1849463577735,435.4930493928282,0.1362231581905328,0.32352757799478,180.32116951596404,435.81657697082295,320.6382883122897,-0.03024983734600935,320.6080384749437
240,180.32116951596404,435.81657697082295,-0.5602814773166079,0.2679265207439552,179.76088803864744,436.0845034915669,320.6080384749437,-0.01631245228378207,320.59172602265994
245,179.76088803864744,436.0845034915669,0.06419329925502158,0.0,179.82508133790245,436.0845034915669,320.59172602265994,0.010298046055225484,320.60202406871514
250,179.82508133790245,436.0845034915669,-0.3146531375871354,0.15589478826327224,179.51042820031532,436.2403982798302,320.60202406871514,-0.0007244279166196161,320.6012996407985
255,179.51042820031532,436.2403982798302,-0.18722604013411417,0.09810100606757251,179.3232021601812,436.33849928589774,320.6012996407985,0.0019200752269561531,320.6032197160255
260,179.3232021601812,436.33849928589774,-0.30926800372475205,0.13033139682903416,179.01393415645646,436.4688306827268,320.6032197160255,0.05488189658006283,320.65810161260555
265,179.01393415645646,436.4688306827268,-0.20802170385842733,0.18710518767232132,178.80591245259802,436.6559358703991,320.65810161260555,-0.011448051789601036,320.64665356081593
270,178.80591245259802,436.6559358703991,-0.05015264513324086,0.24526546907960034,178.75575980746478,436.9012013394787,320.64665356081593,0.020265286166859728,320.6669188469828
275,178.75575980746478,436.9012013394787,-0.17937434453237566,0.07444117622958409,178.57638546293242,436.9756425157083,320.6669188469828,0.03534545301243166,320.70226429999525
280,178.57638546293242,436.9756425157083,-0.22856061214011253,0.1772542453482151,178.3478248507923,437.15289676105647,320.70226429999525,-0.04609804980498445,320.65616625019027
285,178.3478248507923,437.15289676105647,-0.44627353086917987,0.12003261351836703,177.90155131992313,437.27292937457486,320.65616625019027,0.056454280298996816,320.7126205304893
290,177.90155131992313,437.27292937457486,0.0,0.2750701127535031,177.90155131992313,437.54799948732835,320.7126205304893,0.02498999720686736,320.7376105276962
295,177.90155131992313,437.54799948732835,-0.623366006856561,0.0101282756696367,177.27818531306656,437.55812776299797,320.7376105276962,0.033295586515055646,320.77090611421124
300,177.27818531306656,437.55812776299797,-0.09942690101204296,0.08278206365018981,177.17875841205452,437.64090982664817,320.77090611421124,-0.03634672434842356,320.7345593898628
305,177.17875841205452,437.64090982664817,-0.15538832779669234,-0.04103580553163356,177.02337008425783,437.59987402111653,320.7345593898628,0.009453371484527883,320.74401276134734
310,177.02337008425783,437.59987402111653,-0.5987414471370203,0.2832986621493089,176.4246286371208,437.88317268326585,320.74401276134734,0.04492387282811612,320.78893663417546
315,176.4246286371208,437.88317268326585,-0.04828970973333308,0.07519738489042886,176.37633892738748,437.9583700681563,320.78893663417546,0.02320088985610882,320.8121375240316
320,176.37633892738748,437.9583700681563,-0.28152950985349845,0.01646653098922904,176.09480941753398,437.97483659914553,320.8121375240316,0.000687167670551922,320.81282469170213
