FRAME,KEY,STATUS
61,Key.alt,DOWN
64,Key.tab,DOWN
70,Key.alt,UP
70,Key.tab,UP
158,Key.enter,DOWN
162,Key.enter,UP
318,Key.enter,DOWN
322,Key.enter,UP
428,Key.right,DOWN
580,'d',DOWN
588,'d',UP
598,Key.right,UP
607,'s',DOWN
613,Key.right,DOWN
613,'s',UP
630,'d',DOWN
636,'d',UP
644,Key.right,UP
888,Key.enter,DOWN
892,Key.enter,UP
966,Key.enter,DOWN
971,Key.enter,UP
1040,Key.right,DOWN
1137,Key.right,UP
1154,Key.right,DOWN
1160,Key.right,UP
1170,Key.right,DOWN
1194,Key.right,UP
1286,Key.right,DOWN
1296,'d',DOWN
1302,'d',UP
1326,Key.right,UP
1343,Key.right,DOWN
1361,'d',DOWN
1379,Key.right,UP
1381,'d',UP
1387,Key.left,DOWN
1424,Key.left,UP
1424,'d',DOWN
1448,'d',UP
1451,Key.right,DOWN
1463,Key.right,UP
1472,Key.right,DOWN
1489,Key.right,UP
1519,Key.right,DOWN
1524,Key.right,UP
1532,Key.right,DOWN
1563,Key.right,UP
1582,Key.right,DOWN
1588,Key.right,UP
1594,Key.left,DOWN
1609,Key.left,UP
1616,Key.right,DOWN
1619,Key.right,UP
1629,'d',DOWN
1653,'d',UP
1664,Key.right,DOWN
1714,Key.right,UP
1737,Key.right,DOWN
1781,'d',DOWN
1789,'d',UP
1873,'d',DOWN
1906,'d',UP
1921,'d',DOWN
1929,'d',UP
1961,Key.right,UP
1961,'d',DOWN
1975,Key.right,DOWN
1979,'d',UP
2004,Key.right,UP
2029,'x',DOWN
2034,'x',UP
2038,'d',DOWN
2050,'d',UP
2087,Key.left,DOWN
2103,Key.left,UP
2110,Key.right,DOWN
2119,'d',DOWN
2163,'d',UP
2173,'d',DOWN
2223,'d',UP
2260,'d',DOWN
2287,Key.right,UP
2297,'d',UP
2301,'d',DOWN
2314,Key.right,DOWN
2340,'d',UP
2348,'d',DOWN
2356,'d',UP
2458,'d',DOWN
2468,'d',UP
2554,'d',DOWN
2570,'d',UP
2579,Key.right,UP
2589,Key.left,DOWN
2598,Key.left,UP
2611,Key.right,DOWN
2621,Key.right,UP
2658,Key.right,DOWN
2664,Key.right,UP
2679,Key.right,DOWN
2684,'d',DOWN
2691,'d',UP
2698,Key.right,UP
2803,Key.left,DOWN
2810,'d',DOWN
2839,'d',UP
2851,Key.left,UP
2857,Key.right,DOWN
2863,'d',DOWN
2890,'d',UP
2892,Key.right,UP
2897,Key.left,DOWN
2911,Key.left,UP
2918,Key.left,DOWN
2937,Key.left,UP
2945,Key.right,DOWN
2958,'d',DOWN
3003,'d',UP
3079,'d',DOWN
3114,'d',UP
3132,Key.right,UP
3149,Key.right,DOWN
3169,Key.right,UP
3175,Key.left,DOWN
3187,Key.left,UP
3218,Key.left,DOWN
3239,Key.left,UP
3248,'d',DOWN
3253,Key.left,DOWN
3277,'d',UP
3281,Key.left,UP
3296,'d',DOWN
3298,Key.right,DOWN
3302,'d',UP
3329,Key.right,UP
3339,Key.left,DOWN
3359,Key.left,UP
3370,Key.right,DOWN
3370,'d',DOWN
3400,'d',UP
3403,Key.right,UP
3414,Key.left,DOWN
3432,Key.left,UP
3459,Key.left,DOWN
3459,'d',DOWN
3482,'d',UP
3484,Key.left,UP
3504,'d',DOWN
3524,'d',UP
3533,Key.right,DOWN
3541,Key.right,UP
3565,Key.right,DOWN
3676,Key.right,UP
3692,Key.right,DOWN
3702,Key.right,UP
3711,'d',DOWN
3723,'d',UP
3732,Key.right,DOWN
3744,Key.right,UP
3753,'d',DOWN
3771,Key.right,DOWN
3781,'d',UP
3783,Key.right,UP
3792,'d',DOWN
3806,'d',UP
3821,Key.right,DOWN
3824,Key.right,UP
3853,Key.right,DOWN
3862,Key.right,UP
3876,Key.right,DOWN
3891,'d',DOWN
3895,Key.left,DOWN
3896,Key.right,UP
3928,'d',UP
3934,Key.left,UP
3973,Key.right,DOWN
3982,Key.right,UP
3995,Key.right,DOWN
4005,Key.right,UP
4019,Key.right,DOWN
4033,Key.right,UP
4048,Key.left,DOWN
4067,'d',DOWN
4074,'d',UP
4077,'d',DOWN
4084,'d',UP
4089,Key.left,UP
4100,'s',DOWN
4106,'s',UP
4110,'s',DOWN
4116,Key.left,DOWN
4116,'s',UP
4129,Key.left,UP
4137,'d',DOWN
4147,'d',UP
4157,Key.right,DOWN
4199,Key.right,UP
4199,'d',DOWN
4204,'d',UP
4227,Key.right,DOWN
4253,Key.right,UP
4275,'s',DOWN
4281,'s',UP
4302,'s',DOWN
4307,'s',UP
4312,'s',DOWN
4317,'s',UP
4345,'d',DOWN
4357,'d',UP
4363,Key.right,DOWN
4395,'d',DOWN
4429,Key.right,UP
4431,'d',UP
4453,'d',DOWN
4459,Key.right,DOWN
4460,'d',UP
4475,Key.right,UP
4514,'d',DOWN
4523,'d',UP
4543,Key.left,DOWN
4554,'d',DOWN
4576,'d',UP
4584,Key.left,UP
4591,Key.right,DOWN
4601,'d',DOWN
4614,'d',UP
4617,Key.right,UP
4624,Key.left,DOWN
4640,Key.left,UP
4643,'d',DOWN
4645,Key.right,DOWN
4675,'d',UP
4676,Key.right,UP
4684,'d',DOWN
4697,'d',UP
4710,Key.left,DOWN
4732,'d',DOWN
4747,'d',UP
4752,Key.left,UP
4764,'d',DOWN
4772,'d',UP
4781,Key.right,DOWN
4821,'d',DOWN
4831,'d',UP
4841,Key.right,UP
4856,Key.right,DOWN
4856,'d',DOWN
4867,'d',UP
4873,Key.right,UP
4900,Key.right,DOWN
4901,'d',DOWN
4909,'d',UP
4917,Key.right,UP
4932,Key.right,DOWN
4934,'d',DOWN
4964,'d',UP
5030,'d',DOWN
5047,'d',UP
5072,'d',DOWN
5082,'d',UP
5127,'d',DOWN
5133,'d',UP
5158,'d',DOWN
5180,'d',UP
5252,'d',DOWN
5261,'d',UP
5352,'d',DOWN
5362,'d',UP
5377,'d',DOWN
5385,'d',UP
5402,Key.right,UP
5420,Key.right,DOWN
5425,'d',DOWN
5432,'d',UP
5439,'d',DOWN
5444,Key.right,UP
5444,'d',UP
5450,'d',DOWN
5455,'d',UP
5460,'d',DOWN
5464,'d',UP
5480,Key.right,DOWN
5501,'d',DOWN
5512,'d',UP
5526,'d',DOWN
5552,'d',UP
5556,'d',DOWN
5590,'d',UP
5599,'d',DOWN
5620,'d',UP
5645,'d',DOWN
5668,'d',UP
5672,Key.right,UP
5692,Key.left,DOWN
5785,Key.left,UP
5785,Key.right,DOWN
5799,'s',DOWN
5843,'d',DOWN
5877,'d',UP
5877,'s',UP
5879,Key.right,UP
6111,Key.space,DOWN
6114,Key.space,UP
6297,Key.space,DOWN
6299,Key.space,UP
6411,Key.enter,DOWN
6415,Key.enter,UP
6515,Key.enter,DOWN
6517,Key.enter,UP
6647,Key.enter,DOWN
6650,Key.enter,UP
6708,Key.right,DOWN
6783,Key.right,UP
6803,Key.media_volume_down,DOWN
6810,Key.media_volume_down,UP
6817,Key.media_volume_down,DOWN
6821,Key.media_volume_down,UP
6833,Key.right,DOWN
6896,Key.right,UP
6909,'d',DOWN
6921,'d',UP
6939,Key.left,DOWN
6948,Key.left,UP
6970,Key.right,DOWN
6992,'d',DOWN
7008,'d',UP
7038,Key.right,UP
7054,'d',DOWN
7078,'d',UP
7081,Key.right,DOWN
7092,Key.right,UP
7092,'d',DOWN
7116,'d',UP
7133,Key.right,DOWN
7153,Key.left,DOWN
7153,Key.right,UP
7157,'d',DOWN
7193,'d',UP
7208,Key.left,UP
7219,Key.left,DOWN
7248,Key.left,UP
7255,Key.left,DOWN
7284,'d',DOWN
7291,'d',UP
7297,Key.left,UP
7297,Key.right,DOWN
7365,'d',DOWN
7384,'d',UP
7480,'d',DOWN
7494,'d',UP
7529,'d',DOWN
7577,'d',UP
7578,Key.right,UP
7610,Key.left,DOWN
7617,Key.left,UP
