FRAME,KEY,STATUS
106,Key.alt,DOWN
110,Key.tab,DOWN
117,Key.tab,UP
160,Key.alt,UP
520,Key.enter,DOWN
523,Key.enter,UP
650,Key.enter,DOWN
653,Key.enter,UP
724,Key.right,DOWN
778,Key.right,UP
785,'d',DOWN
793,'d',UP
818,Key.right,DOWN
858,Key.right,UP
877,Key.right,DOWN
883,Key.right,UP
892,Key.right,DOWN
900,Key.right,UP
935,Key.right,DOWN
940,Key.right,UP
975,Key.right,DOWN
981,'d',DOWN
987,'d',UP
1016,Key.right,UP
1029,Key.left,DOWN
1078,'d',DOWN
1080,Key.left,UP
1086,'d',UP
1089,Key.right,DOWN
1092,'d',DOWN
1099,'d',UP
1170,'d',DOWN
1184,'d',UP
1193,'d',DOWN
1201,'d',UP
1217,Key.right,UP
1223,Key.left,DOWN
1250,Key.left,UP
1250,'d',DOWN
1254,'d',UP
1275,Key.left,DOWN
1286,Key.left,UP
1302,Key.left,DOWN
1313,Key.left,UP
1319,Key.right,DOWN
1333,'d',DOWN
1352,'d',UP
1369,'d',DOWN
1377,'d',UP
1396,Key.right,UP
1399,Key.left,DOWN
1463,'d',DOWN
1468,'d',UP
1474,Key.right,DOWN
1478,Key.left,UP
1567,Key.left,DOWN
1567,Key.right,UP
1572,Key.space,DOWN
1575,Key.left,UP
1578,Key.space,UP
1621,Key.right,DOWN
1639,Key.space,DOWN
1646,Key.space,UP
1672,Key.right,UP
1689,'d',DOWN
1696,Key.right,DOWN
1696,'d',UP
1787,'d',DOWN
1793,'d',UP
1798,'d',DOWN
1813,'d',UP
1826,'d',DOWN
1835,'d',UP
1859,Key.right,UP
1861,Key.left,DOWN
1930,Key.right,DOWN
1933,Key.left,UP
2003,'d',DOWN
2036,'d',UP
2068,'d',DOWN
2114,'d',UP
2120,'d',DOWN
2131,'d',UP
2145,Key.right,UP
2174,Key.right,DOWN
2196,'d',DOWN
2230,'d',UP
2344,'d',DOWN
2356,'d',UP
2454,'d',DOWN
2462,'d',UP
2530,'d',DOWN
2568,'d',UP
2593,'d',DOWN
2613,'d',UP
2616,'d',DOWN
2637,'d',UP
2645,'d',DOWN
2656,'d',UP
2691,Key.right,UP
2698,Key.left,DOWN
2721,'d',DOWN
2755,'d',UP
2769,'d',DOWN
2780,'d',UP
2786,Key.left,UP
2795,Key.right,DOWN
2842,'d',DOWN
2877,'d',UP
2881,Key.right,UP
2888,Key.left,DOWN
2890,'d',DOWN
2894,Key.right,DOWN
2896,Key.left,UP
2905,'d',UP
2949,Key.right,UP
2958,Key.right,DOWN
2975,Key.right,UP
2986,Key.left,DOWN
3009,'d',DOWN
3017,'d',UP
3063,Key.left,UP
3074,Key.right,DOWN
3107,'d',DOWN
3121,'d',UP
3153,Key.left,DOWN
3153,Key.right,UP
3190,Key.left,UP
3190,Key.right,DOWN
3202,'d',DOWN
3210,'d',UP
3238,'d',DOWN
3262,'d',UP
3298,'d',DOWN
3328,'d',UP
3334,'d',DOWN
3367,'d',UP
3388,'d',DOWN
3397,'d',UP
3404,Key.right,UP
3452,Key.left,DOWN
29783,<269025066>,DOWN
29783,<269025066>,UP
