FRAME,KEY,STATUS
22,Key.alt,DOWN
43,Key.tab,DOWN
48,Key.tab,UP
50,Key.alt,UP
90,Key.enter,DOWN
93,Key.enter,UP
309,Key.right,DOWN
340,'d',DOWN
351,'d',UP
463,Key.right,UP
474,'d',DOWN
482,'d',UP
494,'s',DOWN
498,Key.left,DOWN
511,'s',UP
513,Key.left,UP
521,'s',DOWN
524,Key.left,DOWN
542,Key.left,UP
551,'s',UP
966,'d',DOWN
979,'d',UP
997,Key.right,DOWN
1020,Key.right,UP
1029,Key.right,DOWN
1051,Key.right,UP
1062,Key.right,DOWN
1082,Key.right,UP
1106,Key.right,DOWN
1116,Key.right,UP
1133,Key.right,DOWN
1177,'d',DOWN
1200,'d',UP
1202,Key.right,UP
1228,'s',DOWN
1234,'s',UP
1242,'s',DOWN
1249,'s',UP
1270,'s',DOWN
1286,Key.left,DOWN
1290,'s',UP
1318,Key.left,UP
1332,Key.right,DOWN
1341,Key.right,UP
1361,Key.right,DOWN
1369,'d',DOWN
1375,Key.right,UP
1377,'d',UP
1410,Key.right,DOWN
1422,'d',DOWN
1470,'d',UP
1471,Key.right,UP
1484,'d',DOWN
1490,Key.right,DOWN
1490,'d',UP
1503,'s',DOWN
1505,Key.right,UP
1513,'s',UP
1519,Key.left,DOWN
1533,Key.left,UP
1549,Key.right,DOWN
1566,Key.left,DOWN
1569,Key.right,UP
1573,'s',DOWN
1592,Key.left,UP
1593,'s',UP
1596,Key.right,DOWN
1644,Key.left,DOWN
1644,Key.right,UP
1654,'s',DOWN
1659,Key.left,UP
1673,Key.left,DOWN
1682,Key.left,UP
1704,Key.left,DOWN
1704,'s',UP
1716,Key.left,UP
1724,Key.left,DOWN
1747,'s',DOWN
1757,'s',UP
1771,Key.left,UP
1777,Key.right,DOWN
1796,Key.right,UP
1815,Key.right,DOWN
1826,Key.right,UP
1830,'d',DOWN
1850,'d',UP
1865,Key.right,DOWN
1889,Key.right,UP
1895,'d',DOWN
1904,'d',UP
1946,'d',DOWN
1961,'d',UP
1980,'d',DOWN
1992,'d',UP
2073,'d',DOWN
2076,Key.right,DOWN
2076,'d',UP
2111,Key.right,UP
2117,Key.right,DOWN
2118,'d',DOWN
2172,'d',UP
2175,'d',DOWN
2179,'d',UP
2215,'d',DOWN
2269,'d',UP
2272,'d',DOWN
2278,Key.right,UP
2278,'d',UP
2288,'s',DOWN
2299,Key.left,DOWN
2304,'s',UP
2308,Key.right,DOWN
2310,Key.left,UP
2317,'d',DOWN
2371,'d',UP
2375,Key.right,UP
2381,'s',DOWN
2409,'s',UP
2438,Key.left,DOWN
2469,'s',DOWN
2486,'s',UP
2490,'d',DOWN
2508,'d',UP
2515,Key.left,UP
2913,Key.right,DOWN
3044,Key.right,UP
3047,Key.right,DOWN
3051,Key.right,UP
3070,'d',DOWN
3079,'d',UP
3101,Key.left,DOWN
3101,'s',DOWN
3133,'s',UP
3135,Key.left,UP
3147,'d',DOWN
3161,Key.right,DOWN
3169,Key.right,UP
3171,'d',UP
3192,Key.right,DOWN
3224,'d',DOWN
3267,'d',UP
3270,Key.right,UP
3289,Key.right,DOWN
3319,'d',DOWN
3364,Key.right,UP
3364,'d',UP
3372,Key.right,DOWN
3391,Key.left,DOWN
3393,Key.right,UP
3396,'s',DOWN
3423,'s',UP
3424,Key.left,UP
3429,Key.right,DOWN
3435,'d',DOWN
3459,Key.right,UP
3459,'d',UP
3491,Key.left,DOWN
3504,Key.left,UP
3509,Key.right,DOWN
3537,Key.right,UP
3537,'d',DOWN
3548,'d',UP
3587,Key.right,DOWN
3619,Key.right,UP
3621,Key.left,DOWN
3676,Key.left,UP
3687,'d',DOWN
3695,'d',UP
3719,Key.left,DOWN
3730,Key.left,UP
3744,'d',DOWN
3749,'d',UP
3751,Key.right,DOWN
3767,Key.right,UP
3778,Key.right,DOWN
3808,Key.right,UP
3823,Key.right,DOWN
3830,'d',DOWN
3846,Key.right,UP
3846,'d',UP
