FRAME,KEY,STATUS
500,Key.enter,DOWN
506,Key.enter,UP
690,Key.right,DOWN
704,Key.space,DOWN
806,Key.up,DOWN
820,Key.up,UP
843,Key.space,UP
845,Key.right,UP
855,Key.left,DOWN
871,Key.left,UP
883,Key.right,DOWN
892,Key.up,DOWN
894,Key.right,UP
909,Key.left,DOWN
909,Key.up,UP
960,Key.right,DOWN
961,Key.left,UP
1016,Key.up,DOWN
1044,Key.left,DOWN
1044,Key.up,UP
1044,Key.right,UP
1079,Key.up,DOWN
1090,Key.left,UP
1104,Key.right,DOWN
1107,Key.up,UP
1135,Key.right,UP
1170,Key.right,DOWN
1186,Key.right,UP
1196,Key.right,DOWN
1210,Key.up,DOWN
1232,Key.up,UP
1268,Key.right,UP
1335,Key.space,DOWN
1336,Key.right,DOWN
1366,Key.space,UP
1372,Key.space,DOWN
1383,Key.space,UP
1398,Key.right,UP
1414,Key.space,DOWN
1422,Key.space,UP
1427,Key.up,DOWN
1442,Key.right,DOWN
1448,Key.up,UP
1548,Key.up,DOWN
1578,Key.up,UP
1599,Key.right,UP
1610,Key.right,DOWN
1622,Key.up,DOWN
1666,Key.up,UP
1673,Key.up,DOWN
1691,Key.up,UP
1748,Key.up,DOWN
1780,Key.up,UP
1840,Key.up,DOWN
1871,Key.right,UP
1874,Key.up,UP
1887,Key.right,DOWN
1912,Key.right,UP
1932,Key.space,DOWN
1934,Key.right,DOWN
1947,Key.right,UP
1952,Key.right,DOWN
1952,Key.space,UP
1963,Key.right,UP
1975,Key.left,DOWN
2019,Key.right,DOWN
2020,Key.left,UP
2025,Key.space,DOWN
2064,Key.up,DOWN
2083,Key.up,UP
2124,Key.up,DOWN
2135,Key.right,UP
2138,Key.space,UP
2140,Key.up,UP
2144,Key.left,DOWN
2179,Key.left,UP
2186,Key.left,DOWN
2197,Key.left,UP
2197,Key.up,DOWN
2216,Key.up,UP
2229,Key.right,DOWN
2240,Key.right,UP
2248,Key.up,DOWN
2268,Key.left,DOWN
2294,Key.up,UP
2296,Key.left,UP
2348,Key.left,DOWN
2374,Key.left,UP
2383,Key.right,DOWN
2458,Key.space,DOWN
2480,Key.up,DOWN
2506,Key.up,UP
2518,Key.space,UP
2525,Key.right,UP
2530,Key.space,DOWN
2536,Key.space,UP
2542,Key.space,DOWN
2547,Key.space,UP
2553,Key.space,DOWN
2558,Key.space,UP
2579,Key.right,DOWN
2580,Key.space,DOWN
2588,Key.space,UP
2593,Key.space,DOWN
2599,Key.space,UP
2605,Key.space,DOWN
2610,Key.space,UP
2616,Key.space,DOWN
2621,Key.space,UP
2628,Key.space,DOWN
2632,Key.space,UP
2639,Key.space,DOWN
2644,Key.space,UP
2651,Key.space,DOWN
2656,Key.space,UP
2663,Key.space,DOWN
2667,Key.space,UP
2674,Key.space,DOWN
2679,Key.space,UP
2686,Key.space,DOWN
2689,Key.right,UP
2691,Key.space,UP
2699,Key.space,DOWN
2704,Key.space,UP
2705,Key.right,DOWN
2710,Key.space,DOWN
2716,Key.space,UP
2723,Key.space,DOWN
2728,Key.space,UP
2735,Key.space,DOWN
2740,Key.space,UP
2750,Key.space,DOWN
2754,Key.space,UP
2762,Key.space,DOWN
2768,Key.space,UP
2775,Key.space,DOWN
2781,Key.space,UP
2787,Key.space,DOWN
2793,Key.space,UP
2803,Key.space,DOWN
2808,Key.space,UP
2835,Key.up,DOWN
2842,Key.space,DOWN
2876,Key.space,UP
2878,Key.up,UP
2887,Key.space,DOWN
2907,Key.space,UP
2909,Key.up,DOWN
2913,Key.space,DOWN
2919,Key.up,UP
2930,Key.space,UP
