FRAME,KEY,STATUS
209,Key.enter,DOWN
213,Key.enter,UP
378,Key.right,DOWN
426,'s',DOWN
508,'d',DOWN
515,'d',UP
555,Key.right,UP
555,'s',UP
561,Key.left,DOWN
572,Key.left,UP
579,Key.left,DOWN
592,Key.left,UP
593,'d',DOWN
619,'d',UP
666,Key.right,DOWN
680,Key.right,UP
697,Key.right,DOWN
708,'d',DOWN
726,'d',UP
768,Key.right,UP
787,Key.left,DOWN
800,Key.left,UP
863,Key.right,DOWN
863,'d',DOWN
890,'d',UP
903,'s',DOWN
943,'d',DOWN
990,'d',UP
1025,'d',DOWN
1054,'d',UP
1123,'d',DOWN
1174,'d',UP
1179,Key.right,UP
1179,'s',UP
1184,Key.right,DOWN
1186,'s',DOWN
1199,'s',UP
1200,Key.right,UP
1212,Key.left,DOWN
1224,Key.left,UP
1226,Key.left,DOWN
1237,Key.left,UP
1253,'d',DOWN
1283,'d',UP
1287,Key.right,DOWN
1308,Key.right,UP
1321,'d',DOWN
1377,'d',UP
1424,Key.left,DOWN
1431,'s',DOWN
1459,Key.left,UP
1463,'s',UP
1470,Key.right,DOWN
1481,'s',DOWN
1530,'d',DOWN
1548,'d',UP
1588,'d',DOWN
1605,'d',UP
1607,Key.right,UP
1607,'s',UP
1613,Key.left,DOWN
1657,Key.left,UP
1664,Key.left,DOWN
1670,'d',DOWN
1682,'d',UP
1686,Key.left,UP
1688,Key.right,DOWN
1726,Key.right,UP
1730,Key.left,DOWN
1744,Key.left,UP
1757,Key.right,DOWN
1775,Key.right,UP
1782,'d',DOWN
1800,'d',UP
1814,'d',DOWN
1824,Key.left,DOWN
1845,'d',UP
1856,Key.left,UP
1894,Key.right,DOWN
1909,Key.right,UP
1919,Key.left,DOWN
1931,Key.left,UP
1931,Key.right,DOWN
1965,Key.right,UP
1969,Key.left,DOWN
1987,Key.left,UP
1989,Key.right,DOWN
1996,'s',DOWN
2001,Key.right,UP
2017,Key.left,DOWN
2026,Key.left,UP
2044,Key.left,DOWN
2068,Key.left,UP
2075,'s',UP
2085,Key.right,DOWN
2093,'s',DOWN
2151,'d',DOWN
2174,'d',UP
2211,'d',DOWN
2228,'d',UP
2234,Key.right,UP
2239,'s',UP
2243,Key.left,DOWN
2269,Key.left,UP
2275,Key.right,DOWN
2284,'s',DOWN
2290,'s',UP
2295,'s',DOWN
2299,'s',UP
2304,'s',DOWN
2309,'s',UP
2313,'s',DOWN
2318,'s',UP
2321,'s',DOWN
2327,'s',UP
2331,'s',DOWN
2337,'s',UP
2353,Key.right,UP
2370,'s',DOWN
2378,'s',UP
2390,'d',DOWN
2405,'d',UP
2412,'s',DOWN
2418,'s',UP
2422,'s',DOWN
2426,'s',UP
2431,'s',DOWN
2436,Key.right,DOWN
2436,'s',UP
2474,Key.right,UP
2474,'s',DOWN
2484,'s',UP
2495,Key.left,DOWN
2506,Key.left,UP
2506,'d',DOWN
2522,'d',UP
2525,Key.right,DOWN
2535,'s',DOWN
2542,'s',UP
2545,'s',DOWN
2551,'s',UP
2555,'s',DOWN
2558,'s',UP
2564,'s',DOWN
2568,'s',UP
2573,'s',DOWN
2577,'s',UP
2582,'s',DOWN
2586,'s',UP
2591,'s',DOWN
2595,'s',UP
2599,'s',DOWN
2605,'s',UP
2609,'s',DOWN
2614,'s',UP
2619,'s',DOWN
2624,'s',UP
2628,'s',DOWN
2634,'s',UP
2640,'s',DOWN
2643,'s',UP
2649,Key.right,UP
2655,Key.left,DOWN
2670,Key.left,UP
2675,Key.right,DOWN
2679,'s',DOWN
2685,'s',UP
2688,'s',DOWN
2694,'s',UP
2701,'s',DOWN
2707,'s',UP
2754,'d',DOWN
2797,'d',UP
2799,Key.right,UP
2842,Key.right,DOWN
2849,'d',DOWN
2850,Key.right,UP
2857,'d',UP
2860,Key.right,DOWN
2870,Key.right,UP
2895,Key.right,DOWN
2907,'d',DOWN
2946,'d',UP
2952,Key.right,UP
2969,Key.right,DOWN
3012,'d',DOWN
3050,'d',UP
3058,Key.right,UP
3077,Key.right,DOWN
3080,Key.right,UP
3096,Key.right,DOWN
3096,'d',DOWN
3102,'d',UP
3104,Key.right,UP
3145,Key.right,DOWN
3152,'s',DOWN
3166,'d',DOWN
3195,'d',UP
3232,'d',DOWN
3253,'d',UP
3261,Key.right,UP
3264,Key.right,DOWN
3266,'d',DOWN
3276,'d',UP
3314,'s',UP
3319,Key.right,UP
3321,'s',DOWN
3325,'s',UP
3330,Key.right,DOWN
3330,'s',DOWN
3334,'s',UP
3338,Key.right,UP
3338,'s',DOWN
3342,'s',UP
3347,'s',DOWN
3351,'s',UP
3356,'s',DOWN
3361,'s',UP
3367,Key.left,DOWN
3393,'d',DOWN
3405,'d',UP
3417,Key.left,UP
3417,Key.right,DOWN
3443,'d',DOWN
3458,'d',UP
3470,'d',DOWN
3489,'d',UP
3505,'s',DOWN
3522,'d',DOWN
3568,'d',UP
3576,'d',DOWN
3621,'d',UP
3622,'s',UP
3624,Key.right,UP
3635,Key.right,DOWN
3643,Key.right,UP
3647,'d',DOWN
3653,Key.right,DOWN
3659,'d',UP
3659,'s',DOWN
3664,'s',UP
3668,Key.right,UP
3698,Key.right,DOWN
3705,Key.right,UP
3723,'d',DOWN
3730,'d',UP
3733,Key.right,DOWN
3739,Key.right,UP
3764,'s',DOWN
3767,Key.right,DOWN
3796,'d',DOWN
3872,Key.right,UP
3872,'d',UP
3872,'s',UP
6200,Key.space,DOWN
6209,Key.space,UP
6245,Key.space,DOWN
6251,Key.space,UP
6305,'d',DOWN
6307,Key.right,DOWN
6338,'d',UP
6390,'d',DOWN
6413,'d',UP
6421,'d',DOWN
6442,'d',UP
6454,'d',DOWN
6468,'d',UP
6492,'d',DOWN
6517,'d',UP
6545,'d',DOWN
6614,'d',UP
6619,Key.right,UP
7426,Key.enter,DOWN
7430,Key.enter,UP
