FRAME,KEY,STATUS
204,Key.enter,DOWN
207,Key.enter,UP
403,'d',DOWN
411,'d',UP
439,'s',DOWN
465,'s',UP
482,'s',DOWN
504,'s',UP
531,'s',DOWN
558,'s',UP
564,Key.right,DOWN
569,'s',DOWN
582,'s',UP
598,'s',DOWN
632,Key.right,UP
636,'s',UP
661,Key.right,DOWN
682,Key.right,UP
761,Key.right,DOWN
761,'d',DOWN
800,'d',UP
813,Key.right,UP
1201,Key.right,DOWN
1307,Key.right,UP
1355,Key.right,DOWN
1365,Key.right,UP
1391,Key.left,DOWN
1414,Key.left,UP
1444,Key.right,DOWN
1491,'d',DOWN
1518,'d',UP
1543,Key.right,UP
1563,Key.left,DOWN
1567,'s',DOWN
1585,Key.left,UP
1587,'s',UP
1601,Key.left,DOWN
1621,Key.left,UP
1631,Key.left,DOWN
1638,Key.left,UP
1651,Key.left,DOWN
1657,Key.left,UP
1678,Key.left,DOWN
1686,Key.left,UP
1700,Key.left,DOWN
1715,Key.left,UP
1725,'d',DOWN
1747,'d',UP
1758,Key.right,DOWN
1825,'d',DOWN
1841,'d',UP
1859,Key.right,UP
1859,'s',DOWN
1873,'s',UP
1887,'s',DOWN
1904,'s',UP
1915,'s',DOWN
1923,Key.left,DOWN
1929,'s',UP
1941,Key.left,UP
1951,Key.right,DOWN
1979,Key.right,UP
1990,Key.right,DOWN
2009,Key.right,UP
2074,'d',DOWN
2081,Key.right,DOWN
2105,'d',UP
2108,Key.right,UP
2117,'s',DOWN
2145,Key.left,DOWN
2177,Key.left,UP
2177,Key.right,DOWN
2180,'s',UP
2191,'s',DOWN
2199,Key.right,UP
2205,'s',UP
2220,Key.right,DOWN
2220,'d',DOWN
2226,'d',UP
2273,'d',DOWN
2295,'d',UP
2301,Key.right,UP
2317,Key.down,DOWN
2328,Key.down,UP
2369,Key.right,DOWN
2372,'d',DOWN
2440,Key.right,UP
2440,'d',UP
2451,'d',DOWN
2455,Key.right,DOWN
2490,'d',UP
2494,Key.right,UP
2504,'d',DOWN
2510,Key.right,DOWN
2542,Key.right,UP
2603,Key.right,DOWN
2619,'d',UP
2622,Key.right,UP
2646,Key.right,DOWN
2668,'d',DOWN
2707,'d',UP
2830,'d',DOWN
2858,'d',UP
2927,'d',DOWN
2946,'d',UP
2974,'d',DOWN
2990,'d',UP
3034,'s',DOWN
3036,Key.right,UP
3043,'s',UP
3061,'s',DOWN
3075,'s',UP
3077,Key.left,DOWN
3113,Key.left,UP
3119,Key.left,DOWN
3130,'s',DOWN
3157,Key.left,UP
3158,'s',UP
3186,'s',DOWN
3198,'s',UP
3209,Key.right,DOWN
3255,Key.right,UP
3266,Key.left,DOWN
3273,Key.left,UP
3279,'s',DOWN
3293,Key.left,DOWN
3307,'s',UP
3308,Key.left,UP
3332,Key.right,DOWN
3350,Key.right,UP
3378,Key.left,DOWN
3384,Key.left,UP
3391,'d',DOWN
3406,Key.left,DOWN
3429,'d',UP
3438,Key.left,UP
3441,Key.left,DOWN
3450,Key.left,UP
3534,Key.right,DOWN
3544,Key.right,UP
3560,'d',DOWN
3569,Key.right,DOWN
3611,'d',UP
3618,Key.right,UP
3632,Key.left,DOWN
3650,Key.left,UP
3669,Key.left,DOWN
3685,Key.left,UP
3708,Key.right,DOWN
3714,'d',DOWN
3759,'d',UP
3827,'d',DOWN
3852,'d',UP
3928,'d',DOWN
3934,'d',UP
3970,Key.right,UP
3979,Key.left,DOWN
4046,Key.left,UP
4060,Key.right,DOWN
4094,'d',DOWN
4127,'d',UP
4150,Key.right,UP
4154,Key.right,DOWN
4157,Key.right,UP
4198,Key.left,DOWN
4200,Key.right,DOWN
4201,Key.left,UP
4227,'d',DOWN
4235,'d',UP
4263,'d',DOWN
4292,'d',UP
4316,Key.right,UP
4377,Key.left,DOWN
4414,Key.left,UP
4417,Key.right,DOWN
