FRAME,KEY,STATUS
373,Key.enter,DOWN
381,Key.enter,UP
476,Key.enter,DOWN
480,Key.enter,UP
689,Key.right,DOWN
726,'s',DOWN
774,'s',UP
785,Key.right,UP
788,Key.right,DOWN
791,Key.right,UP
811,'d',DOWN
822,'d',UP
836,'s',DOWN
851,'s',UP
863,Key.left,DOWN
896,Key.left,UP
922,Key.right,DOWN
931,Key.right,UP
983,'d',DOWN
984,Key.right,DOWN
1010,'d',UP
1017,Key.right,UP
1031,Key.right,DOWN
1086,'d',DOWN
1095,'d',UP
1114,'d',DOWN
1119,'d',UP
1122,'s',DOWN
1127,Key.right,UP
1144,Key.left,DOWN
1144,'s',UP
1182,Key.left,UP
1215,Key.left,DOWN
1226,Key.left,UP
1240,'d',DOWN
1247,'d',UP
1257,Key.left,DOWN
1269,Key.left,UP
1280,Key.left,DOWN
1288,Key.left,UP
1291,'d',DOWN
1298,'d',UP
1312,Key.right,DOWN
1352,Key.right,UP
1406,Key.right,DOWN
1427,Key.right,UP
1449,Key.right,DOWN
1478,Key.right,UP
1484,'d',DOWN
1486,Key.right,DOWN
1505,'d',UP
1514,Key.right,UP
1538,Key.right,DOWN
1548,'d',DOWN
1560,'d',UP
1587,'s',DOWN
1596,'s',UP
1621,'d',DOWN
1634,'d',UP
1668,'d',DOWN
1694,'d',UP
1714,'s',DOWN
1722,'s',UP
1726,Key.right,UP
1734,Key.left,DOWN
1749,'d',DOWN
1757,'d',UP
1829,Key.left,UP
1840,Key.right,DOWN
1888,'d',DOWN
1910,'d',UP
1921,Key.right,UP
1949,Key.right,DOWN
1962,Key.right,UP
1972,'s',DOWN
1981,'s',UP
1998,Key.right,DOWN
2007,Key.right,UP
2011,'s',DOWN
2020,'s',UP
2037,Key.left,DOWN
2047,Key.left,UP
2054,'s',DOWN
2062,'s',UP
2072,Key.left,DOWN
2084,Key.left,UP
2091,Key.right,DOWN
2111,Key.right,UP
2116,'s',DOWN
2124,'s',UP
2141,Key.right,DOWN
2164,Key.right,UP
2213,Key.right,DOWN
2228,'d',DOWN
2236,'d',UP
2290,Key.right,UP
2294,Key.right,DOWN
2305,'d',DOWN
2327,'d',UP
2358,'d',DOWN
2397,'d',UP
2401,Key.right,UP
2412,Key.left,DOWN
2427,Key.left,UP
2434,'s',DOWN
2441,'s',UP
2454,Key.right,DOWN
2465,Key.right,UP
2465,'s',DOWN
2473,'s',UP
2480,Key.right,DOWN
2552,Key.right,UP
2557,Key.left,DOWN
2628,'d',DOWN
2660,'d',UP
2669,Key.left,UP
2689,'s',DOWN
2709,'s',UP
2718,'s',DOWN
2724,'s',UP
2732,'s',DOWN
2737,'s',UP
2743,'s',DOWN
2748,Key.right,DOWN
2748,'s',UP
2825,Key.right,UP
2838,Key.right,DOWN
2875,'d',DOWN
2909,'d',UP
2979,'s',DOWN
2990,'s',UP
3000,Key.left,DOWN
3000,Key.right,UP
3040,Key.left,UP
3060,Key.left,DOWN
3072,Key.left,UP
3080,'d',DOWN
3088,'d',UP
3095,Key.right,DOWN
3134,Key.right,UP
3175,Key.right,DOWN
3188,Key.right,UP
3211,Key.right,DOWN
3229,Key.right,UP
3283,'s',DOWN
3305,Key.right,DOWN
3335,'d',DOWN
3360,'d',UP
3387,Key.right,UP
3387,'s',UP
3399,Key.left,DOWN
3431,Key.left,UP
3446,Key.right,DOWN
3451,Key.right,UP
3470,Key.right,DOWN
3473,'d',DOWN
3483,'d',UP
3590,'d',DOWN
3602,'d',UP
3634,Key.right,UP
3641,Key.left,DOWN
3654,Key.left,UP
3660,Key.right,DOWN
3679,'d',DOWN
3704,'d',UP
3706,Key.right,UP
3714,Key.left,DOWN
3717,Key.left,UP
3731,Key.right,DOWN
3741,Key.right,UP
3753,'d',DOWN
3762,'d',UP
3783,Key.right,DOWN
3804,Key.right,UP
3817,Key.left,DOWN
3829,Key.left,UP
3841,Key.right,DOWN
3852,'d',DOWN
3859,Key.left,DOWN
3862,Key.right,UP
3866,'d',UP
3900,Key.left,UP
3908,Key.right,DOWN
3911,Key.right,UP
3915,Key.right,DOWN
3922,'d',DOWN
3949,Key.right,UP
3950,'d',UP
3964,Key.left,DOWN
3991,'d',DOWN
4022,'d',UP
4029,Key.left,UP
4033,Key.right,DOWN
4146,'s',DOWN
4174,'s',UP
4175,Key.right,UP
4197,Key.left,DOWN
4226,Key.left,UP
4231,Key.right,DOWN
4240,Key.right,UP
4249,'s',DOWN
4256,'s',UP
4269,'s',DOWN
4276,'s',UP
4277,Key.right,DOWN
4288,Key.right,UP
4306,'d',DOWN
4319,'d',UP
4329,Key.right,DOWN
4343,'d',DOWN
4351,Key.right,UP
4351,'d',UP
4386,'s',DOWN
4393,'s',UP
4399,'s',DOWN
4405,'s',UP
4411,'s',DOWN
4416,'s',UP
4424,Key.right,DOWN
4424,'s',DOWN
4429,'s',UP
4450,'d',DOWN
4473,'d',UP
4474,Key.right,UP
4492,'s',DOWN
4526,Key.right,DOWN
4572,'d',DOWN
4588,'d',UP
4598,Key.right,UP
4602,Key.right,DOWN
4609,'d',DOWN
4622,'d',UP
4665,'d',DOWN
4685,'d',UP
4692,'d',DOWN
4728,'d',UP
4768,'d',DOWN
4776,'d',UP
4791,'s',UP
4793,Key.right,UP
4811,'d',DOWN
4813,Key.right,DOWN
4822,'d',UP
4826,Key.right,UP
4861,Key.right,DOWN
4862,'d',DOWN
4870,Key.right,UP
4870,'d',UP
4908,'s',DOWN
4925,Key.right,DOWN
4929,'d',DOWN
4958,'d',UP
5043,'d',DOWN
5054,'d',UP
5058,'s',UP
5075,'s',DOWN
5085,'d',DOWN
5107,'d',UP
5133,'d',DOWN
5163,'d',UP
5199,'d',DOWN
5233,'d',UP
5254,'d',DOWN
5284,'d',UP
5309,'d',DOWN
5375,'d',UP
5379,'s',UP
5382,Key.right,UP
6088,Key.right,DOWN
6095,Key.right,UP
6137,Key.right,DOWN
6153,Key.right,UP
6518,Key.right,DOWN
6527,Key.right,UP
6547,'s',DOWN
6553,'s',UP
6559,'s',DOWN
6563,'s',UP
6569,'s',DOWN
6573,'s',UP
6580,'s',DOWN
6584,'s',UP
6591,'s',DOWN
6594,'s',UP
6601,'s',DOWN
6605,'s',UP
6613,'s',DOWN
6618,'s',UP
6620,Key.right,DOWN
6702,Key.right,UP
6722,'d',DOWN
6728,'d',UP
6732,Key.right,DOWN
6746,Key.right,UP
6747,'d',DOWN
6754,'d',UP
6772,Key.right,DOWN
6802,'s',DOWN
6812,'s',UP
6832,Key.right,UP
6834,'d',DOWN
6841,Key.right,DOWN
6845,'d',UP
6869,Key.right,UP
6877,Key.right,DOWN
6877,'d',DOWN
6895,'d',UP
6907,Key.right,UP
6922,Key.right,DOWN
6932,'d',DOWN
6944,'d',UP
6945,Key.right,UP
6952,Key.right,DOWN
