frame,x_prev,y_prev,x_d,y_d,x_cur,y_cur,theta_prev,theta_d,theta_cur
0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0
5,0.0,0.0,0.19733105942682003,0.0,0.19733105942682003,0.0,150.0,3.3876751758143477,153.38767517581434
10,0.19733105942682003,0.0,-0.10477813590434533,0.34160054204293006,0.0925529235224747,0.34160054204293006,153.38767517581434,0.07073915731123033,153.45841433312557
15,0.0925529235224747,0.3416005420429301,-0.07586095351562086,0.19925620440116423,0.016691970006853837,0.5408567464440943,153.45841433312557,0.01852190801469507,153.47693624114027
20,0.016691970006853837,0.5408567464440943,-0.017355239737792683,0.1018683840942674,-0.0006632697309388452,0.6427251305383617,153.47693624114027,0.03267566581957894,153.50961190695983
25,-0.0006632697309388313,0.6427251305383617,-0.494120186257806,-0.030588613054179134,-0.49478345598874485,0.6121365174841825,153.50961190695983,0.38575992013812427,153.89537182709796
30,-0.49478345598874485,0.6121365174841826,0.08363460872949702,0.49474473230503735,-0.41114884725924783,1.10688124978922,153.89537182709796,7.363508017828021,161.25887984492599
35,-0.41114884725924783,1.10688124978922,-0.0232865652330001,-0.28335185461665846,-0.43443541249224793,0.8235293951725615,161.25887984492599,5.674266521385553,166.93314636631155
40,-0.43443541249224793,0.8235293951725615,0.0,0.0,-0.43443541249224793,0.8235293951725615,166.93314636631155,8.940535125069122,175.87368149138067
45,-0.43443541249224793,0.8235293951725615,0.29126141487180357,-0.15511202156785675,-0.14317399762044436,0.6684173736047048,175.87368149138067,5.730957214931857,181.60463870631253
50,-0.14317399762044436,0.6684173736047049,0.37132864408475985,0.5423024962820623,0.2281546464643155,1.2107198698867672,181.60463870631253,5.053425166815413,186.65806387312793
55,0.2281546464643155,1.2107198698867672,-0.03837652159743867,-0.02641285512503513,0.1897781248668768,1.184307014761732,186.65806387312793,-0.0242356923725641,186.63382818075536
60,0.18977812486687684,1.184307014761732,0.3353812348438343,0.13660976544189637,0.5251593597107111,1.3209167802036283,186.63382818075536,-0.01699443796016052,186.6168337427952
65,0.5251593597107111,1.3209167802036283,0.033548041623745195,0.020318255870349133,0.5587074013344564,1.3412350360739775,186.6168337427952,-0.01267076426516744,186.60416297853
70,0.5587074013344564,1.3412350360739773,-0.037615791094256563,-0.1053453918073376,0.5210916102401998,1.2358896442666398,186.60416297853,-0.008484710761309753,186.5956782677687
75,0.5210916102401998,1.2358896442666398,0.04004199239187954,0.0,0.5611336026320793,1.2358896442666398,186.5956782677687,0.027540890389449423,186.62321915815815
80,0.5611336026320793,1.2358896442666398,-0.0817616595167322,0.23406793652561805,0.47937194311534714,1.4699575807922578,186.62321915815815,0.0024641576078007275,186.62568331576594
85,0.47937194311534714,1.4699575807922578,0.1304087497738685,-0.17078056425109045,0.6097806928892157,1.2991770165411674,186.62568331576594,-0.021358414822851893,186.60432490094308
90,0.6097806928892157,1.2991770165411674,-0.23539825942044423,0.2052171117583263,0.3743824334687714,1.5043941282994937,186.60432490094308,0.08951347166868566,186.69383837261176
95,0.3743824334687714,1.5043941282994937,-0.121705570077995,0.013321308341529964,0.25267686339077644,1.5177154366410237,186.69383837261176,0.026995148944794805,186.72083352155656
100,0.25267686339077644,1.5177154366410237,-0.031080717516274437,-0.14550137937311347,0.221596145874502,1.3722140572679102,186.72083352155656,0.01147179919644382,186.732305320753
105,0.22159614587450202,1.3722140572679102,0.05459261418126385,0.12168676857670996,0.27618876005576587,1.4939008258446203,186.732305320753,0.005166847673421421,186.73747216842642
110,0.27618876005576587,1.4939008258446203,-0.708417107202099,-0.05015387199344923,-0.4322283471463332,1.443746953851171,186.73747216842642,0.062077700316955704,186.79954986874338
115,-0.4322283471463332,1.443746953851171,0.025067444650218235,-0.09343311718994163,-0.4071609024961149,1.3503138366612293,186.79954986874338,-0.0075575380364687455,186.7919923307069
120,-0.4071609024961149,1.3503138366612293,0.0,0.0,-0.4071609024961149,1.3503138366612293,186.7919923307069,5.734544824031447,192.52653715473835
125,-0.4071609024961149,1.3503138366612293,0.23099181483032732,-0.1183570421750833,-0.1761690876657876,1.231956794486146,192.52653715473835,5.793020003585382,198.31955715832373
130,-0.1761690876657876,1.231956794486146,0.0,0.0,-0.1761690876657876,1.231956794486146,198.31955715832373,-76.40799083885749,121.91156631946625
135,-0.1761690876657876,1.231956794486146,0.15166063645118164,-0.03706750240175045,-0.02450845121460596,1.1948892920843956,121.91156631946625,0.013960348665196612,121.92552666813144
140,-0.02450845121460596,1.1948892920843956,0.0,0.0,-0.02450845121460596,1.1948892920843956,121.92552666813143,178.57647684360276,300.5020035117342
145,-0.02450845121460596,1.1948892920843956,-0.17922030652227525,0.12020700275913894,-0.2037287577368812,1.3150962948435345,300.5020035117342,0.00913944235610916,300.5111429540903
150,-0.2037287577368812,1.3150962948435345,-0.2065310240479522,0.22766796521426852,-0.4102597817848334,1.542764260057803,300.5111429540903,-0.012801673499766443,300.4983412805905
155,-0.4102597817848334,1.542764260057803,-0.024624442109781985,0.46350718134393554,-0.4348842238946154,2.0062714414017386,300.4983412805905,0.10145421502027192,300.5997954956108
160,-0.4348842238946154,2.0062714414017386,0.0,0.0,-0.4348842238946154,2.0062714414017386,300.5997954956108,3.3232786374486456,303.92307413305946
165,-0.4348842238946154,2.0062714414017386,0.0,0.0,-0.4348842238946154,2.0062714414017386,303.92307413305946,0.5201379095254842,304.44321204258495
170,-0.4348842238946154,2.0062714414017386,0.0,0.27094734697798517,-0.4348842238946154,2.2772187883797237,304.44321204258495,0.12359484568772594,304.56680688827265
175,-0.4348842238946154,2.2772187883797237,0.5312218566909037,0.0605600866365167,0.09633763279628832,2.3377788750162405,304.56680688827265,-0.05230144051671598,304.51450544775594
180,0.09633763279628832,2.3377788750162405,-0.39907837944822555,0.0,-0.30274074665193723,2.3377788750162405,304.51450544775594,0.20165829825864193,304.71616374601456
185,-0.3027407466519372,2.3377788750162405,-0.3664149926660025,0.24569833528931273,-0.6691557393179397,2.583477210305553,304.71616374601456,0.944211716179623,305.66037546219417
190,-0.6691557393179397,2.583477210305553,-0.2862492983571484,-0.5665874775058909,-0.9554050376750881,2.016889732799662,305.66037546219417,4.364569242293068,310.0249447044872
195,-0.9554050376750881,2.0168897327996627,0.0,0.12151729388653387,-0.9554050376750881,2.1384070266861963,310.0249447044872,3.68832275386844,313.71326745835563
200,-0.9554050376750882,2.1384070266861963,-0.06540763953987933,0.6818900463448051,-1.0208126772149675,2.8202970730310013,313.71326745835563,5.432722660838499,319.14599011919415
205,-1.0208126772149675,2.8202970730310013,-0.20388676088481283,0.3134666641121796,-1.2246994380997802,3.133763737143181,319.14599011919415,1.3611821661931545,320.5071722853873
210,-1.2246994380997802,3.133763737143181,-0.21634651037090868,0.16113362298623896,-1.441045948470689,3.29489736012942,320.5071722853873,0.05473449801420465,320.5619067834015
215,-1.441045948470689,3.29489736012942,-0.41309162611486294,-0.023222632623598805,-1.854137574585552,3.271674727505821,320.5619067834015,0.0254446002286239,320.58735138363016
220,-1.854137574585552,3.271674727505821,-0.07935236112615257,0.353492822290778,-1.9334899357117046,3.6251675497965987,320.58735138363016,0.01606259139876434,320.6034139750289
225,-1.9334899357117044,3.6251675497965987,-0.18996179760372145,0.018663654439371624,-2.123451733315426,3.6438312042359704,320.6034139750289,0.013651048925434983,320.61706502395435
230,-2.123451733315426,3.6438312042359704,-0.3112423665056454,0.31956926777747013,-2.4346940998210713,3.9634004720134404,320.61706502395435,0.021223288335387298,320.6382883122897
235,-2.4346940998210713,3.9634004720134404,0.1362231581905328,0.32352757799478,-2.2984709416305384,4.28692805000822,320.6382883122897,-0.03024983734600935,320.6080384749437
240,-2.2984709416305384,4.286928050008219,-0.5602814773166079,0.2679265207439552,-2.8587524189471463,4.554854570752175,320.6080384749437,-0.01631245228378207,320.59172602265994
245,-2.8587524189471463,4.554854570752175,0.06419329925502158,0.0,-2.7945591196921247,4.554854570752175,320.59172602265994,0.010298046055225484,320.60202406871514
250,-2.7945591196921247,4.554854570752175,-0.3146531375871354,0.15589478826327224,-3.10921225727926,4.7107493590154474,320.60202406871514,-0.0007244279166196161,320.6012996407985
255,-3.10921225727926,4.7107493590154474,-0.18722604013411417,0.09810100606757251,-3.296438297413374,4.80885036508302,320.6012996407985,0.0019200752269561531,320.6032197160255
260,-3.296438297413374,4.80885036508302,-0.30926800372475205,0.13033139682903416,-3.605706301138126,4.939181761912055,320.6032197160255,0.05488189658006283,320.65810161260555
265,-3.6057063011381265,4.939181761912055,-0.20802170385842733,0.18710518767232132,-3.8137280049965536,5.126286949584376,320.65810161260555,-0.011448051789601036,320.64665356081593
270,-3.8137280049965536,5.126286949584376,-0.05015264513324086,0.24526546907960034,-3.8638806501297944,5.371552418663976,320.64665356081593,0.020265286166859728,320.6669188469828
275,-3.863880650129795,5.371552418663976,-0.17937434453237566,0.07444117622958409,-4.0432549946621705,5.44599359489356,320.6669188469828,0.03534545301243166,320.70226429999525
280,-4.0432549946621705,5.44599359489356,-0.22856061214011253,0.1772542453482151,-4.271815606802283,5.623247840241775,320.70226429999525,-0.04609804980498445,320.65616625019027
285,-4.271815606802283,5.623247840241775,-0.44627353086917987,0.12003261351836703,-4.718089137671463,5.743280453760142,320.65616625019027,0.056454280298996816,320.7126205304893
290,-4.718089137671463,5.743280453760142,0.0,0.2750701127535031,-4.718089137671463,6.018350566513645,320.7126205304893,0.02498999720686736,320.7376105276962
295,-4.718089137671463,6.018350566513645,-0.623366006856561,0.0101282756696367,-5.341455144528023,6.028478842183281,320.7376105276962,0.033295586515055646,320.77090611421124
300,-5.341455144528023,6.028478842183281,-0.09942690101204296,0.08278206365018981,-5.440882045540066,6.111260905833471,320.77090611421124,-0.03634672434842356,320.7345593898628
305,-5.440882045540066,6.111260905833471,-0.15538832779669234,-0.04103580553163356,-5.5962703733367585,6.070225100301838,320.7345593898628,0.009453371484527883,320.74401276134734
310,-5.5962703733367585,6.070225100301838,-0.5987414471370203,0.2832986621493089,-6.195011820473779,6.353523762451147,320.74401276134734,0.04492387282811612,320.78893663417546
315,-6.195011820473779,6.353523762451147,-0.04828970973333308,0.07519738489042886,-6.243301530207112,6.428721147341576,320.78893663417546,0.02320088985610882,320.8121375240316
